Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3400,0.409352,-0.565287,0.148364,-1.102805,1.202233,-1.108853,1.010719,-0.410825,-0.289997,-0.379399,1.009722,0.167841,0.571997,-1.132422,-0.170194,-0.131489,0.23666,0.907991,1.399918,0.63596,-0.602331,-0.038926,0.004613,-0.20919,0.763431,-0.489352,-1.207882,1.911325,159.68,0
3410,1.06808,-0.56415,0.839233,-1.357586,0.552395,-1.782433,1.395373,0.077453,1.561265,0.511596,-0.622342,1.36204,-1.84101,1.509519,1.601292,-1.565067,1.607072,-0.799395,0.516437,-1.590403,-0.805837,0.317308,1.050257,2.538474,0.735146,-1.819719,-1.260688,-0.093065,196.55,0
3420,0.664234,1.841934,-0.964429,-1.3689,-1.759121,-0.168564,1.16313,-0.641747,0.721782,1.7753,1.569216,-0.568127,1.646646,0.377132,-0.685672,0.810161,0.26721,-1.024289,-1.075969,-1.851211,0.175152,-1.107348,-0.477611,-0.465974,-1.200249,-0.816167,0.819568,0.606568,224.41,0
3430,-0.459695,-0.364083,0.513109,2.645337,-0.515654,0.570117,-0.050874,0.315501,-0.507766,0.661844,0.849722,0.278838,-1.031136,1.499335,0.719829,-1.398055,-1.232982,-1.21309,-0.357038,0.751306,0.171598,-1.521226,-0.110265,-1.688067,0.914347,-0.302118,-1.804065,-0.291796,41.48,0
3440,-0.475274,-1.34579,-0.792201,-0.271662,0.876391,-0.534264,2.673455,-0.819729,-0.041412,0.217058,1.633572,0.464793,-1.078089,0.457496,-0.894672,0.682191,0.414875,0.434276,-2.214657,-0.966955,-0.032796,-1.527705,-0.128457,0.262106,0.793581,-0.4599,-0.030655,-1.59189,87.8,0
3450,1.34454,0.139915,-0.638811,-1.284302,0.023502,-0.490288,0.181765,-0.498146,0.501262,-1.729056,0.093799,-0.334768,-0.051083,-0.211147,-0.692943,-0.180344,-0.696595,1.122701,-0.381242,0.436295,-0.538038,-0.961277,0.51427,-2.155836,-0.601503,-0.089624,2.187471,1.47746,160.89,0
3460,-0.153972,-1.127832,-0.233169,0.285386,0.824362,0.509606,-0.49229,-0.674584,-2.348992,-0.917537,1.598053,1.272733,-1.666628,0.14736,0.591236,-1.308558,2.039808,-1.014538,-2.122265,0.309931,-0.341969,0.601313,0.313974,0.054238,-1.2509,-0.074813,-0.101824,-0.158335,417.98,0
3470,-0.233774,1.245346,-0.46553,-0.45124,0.435741,-0.174729,-0.151527,-0.805429,0.878677,0.165961,0.638849,-0.856166,1.268361,-0.09941,-0.177085,0.250562,0.399458,0.261432,0.066291,0.113351,0.88208,-1.177385,-0.200123,2.223844,0.402064,-0.636522,1.03205,0.373503,243.98,0
3480,-1.874327,-0.479461,0.96752,0.075862,0.356437,-1.685406,-1.084825,-0.244507,1.463678,-1.393164,-0.947123,-0.433949,1.450658,0.838891,-0.144295,-0.906263,-0.733711,-0.115965,-0.037164,-0.510067,0.332189,-1.67028,-0.076006,0.023418,-0.242079,0.617266,0.19395,-2.385623,108.04,0
3490,-1.294821,-0.523117,0.000532,1.273138,0.375863,0.748202,-0.363074,0.009157,2.003142,1.5046,-0.682724,0.791409,-0.047577,-0.564632,0.493107,0.130026,0.362033,0.935959,0.136924,1.80574,-1.335186,0.49807,1.353228,1.540555,-0.056268,0.414657,1.763455,0.437705,270.64,0
3500,0.689222,-0.689306,0.038008,0.593075,1.06931,-0.213195,2.343185,0.517956,-0.577613,-1.273464,0.142174,0.084599,-0.522061,-0.071573,-0.158903,-0.303982,-0.479239,1.118719,0.934806,-0.585737,-0.940391,1.205482,-1.985565,0.244019,-0.503626,0.868706,0.653305,-0.506438,155.04,0
3510,1.644661,-1.573423,0.050012,-2.354381,-0.262956,0.93943,0.878315,-1.735306,0.127098,0.865602,-0.420894,-0.010716,-0.171016,0.973832,0.058485,-0.312496,1.188734,-1.05801,-1.012362,0.589106,1.041884,0.36407,-1.931208,-0.724245,-0.074729,0.923228,2.03132,-0.368926,1785.68,1
3520,-0.840932,1.671066,-0.115439,0.159891,0.332482,0.44954,-0.593044,1.297104,-0.402434,0.583672,0.960581,0.621851,-0.673195,1.081753,2.10236,1.13767,0.448351,-2.496842,0.863088,1.007611,0.991054,0.863353,-0.780134,0.050073,-0.070498,1.707877,0.369564,0.963986,233.65,0
3530,2.594709,-3.726047,1.038056,-1.32908,1.447354,1.957085,-0.019491,-0.468051,0.955818,0.371529,0.1225,-1.535354,0.720148,1.441921,-0.737257,-0.729802,-0.312891,0.659708,0.172802,0.04151,1.139221,-1.253735,-1.06567,-1.03157,0.123152,0.215214,0.583467,0.087034,774.93,1
3540,0.563595,-0.993062,-0.938779,-1.354409,2.565932,-0.555875,-0.24273,-0.850565,-0.114754,-0.627059,0.347388,1.11268,-0.627798,-1.907659,0.226559,0.362582,-1.362639,-2.001553,0.793136,0.80699,-0.045228,0.041071,1.001312,0.403304,-0.445196,-1.178039,1.162557,-0.845647,362.96,0
3550,-0.930693,0.131938,2.108191,-0.525668,0.067023,-0.927887,-1.140977,0.441019,-0.733113,0.530549,1.394179,-1.155016,-2.448455,0.692996,1.157381,0.330843,-1.786874,-0.309024,-0.359705,2.405427,1.496276,0.301918,-0.700582,-0.103747,-0.523172,0.292363,-0.690478,-2.409275,234.03,0
3560,-0.86567,1.098253,-0.249622,-0.687105,-0.656552,-0.263041,-0.456062,1.006796,-1.119155,-2.684693,1.795132,-1.629663,0.497094,0.615624,-0.487742,1.651806,-0.063591,-0.330194,-0.007339,0.195384,-2.189544,-0.106528,0.922915,-0.263803,-0.025407,0.451927,-0.279466,-1.416113,439.01,0
3570,1.910071,0.245663,-0.340308,1.158009,2.580856,-0.151624,-1.575133,-0.15938,-1.455418,-0.72872,1.530579,-1.075147,-0.239432,0.536511,-0.595253,-0.708811,1.13703,-0.688849,-0.729092,-1.856431,-0.425762,-0.106504,0.498596,-0.502569,-0.223155,0.443404,-0.327529,1.323919,325.26,0
3580,-0.598934,0.602704,-2.025707,0.54731,-0.671041,-0.182221,0.000927,1.043483,1.016261,0.723809,0.608807,0.980236,-0.485965,0.980475,0.1317,0.363827,-0.323037,1.898813,1.021476,-0.535643,-0.793842,1.008547,0.327351,-1.641858,-0.09851,-0.69235,-0.284685,0.904917,348.13,0
3590,-1.41326,0.926507,-1.957722,0.623739,-0.391338,-1.275086,-0.863578,2.659694,0.447458,0.390116,-1.069051,0.770097,-1.22251,0.902441,-0.849057,-2.002548,0.263761,-1.422304,-0.610667,-1.076283,-0.58961,-0.828924,-1.385439,0.169318,1.465013,1.027675,-0.325039,0.103409,272.12,0
3600,-0.710524,0.135278,1.485958,0.538783,-1.197735,-0.265366,2.080143,0.901867,-1.140559,-1.299229,-0.666471,-0.636703,0.817973,-0.719101,0.145537,-1.108789,0.948027,-2.635308,-0.689124,-1.482038,0.727184,1.612419,0.488343,0.560765,0.433774,0.188819,-0.497893,-1.38304,237.27,0
3610,0.119458,-0.689686,-0.582449,1.125165,0.249264,0.742079,-0.692262,-0.383789,0.192462,1.313807,0.438219,-0.810056,-0.993305,0.279318,-1.17618,0.779459,2.611825,0.790674,-1.22417,-0.53302,-0.112585,1.015785,-0.879486,0.110899,-1.101584,-1.237753,0.448208,1.317809,235.3,0
3620,-0.026112,-1.974457,1.0128,0.174051,1.329511,-0.575933,-0.311695,0.179178,1.273529,-0.857932,-0.371834,1.259004,0.081046,-0.077692,1.626459,0.932543,-0.062731,0.244222,1.262427,-0.127243,-0.155363,0.842222,1.162029,1.63898,0.036103,-1.511739,-2.03091,-2.431209,44.37,0
3630,-0.058705,1.397942,-1.60414,0.642782,-0.615773,0.206214,0.5416,-1.107139,-0.113901,-0.95374,0.653117,1.211311,-0.757568,0.86188,-0.66522,-0.355216,-2.242754,-1.447649,-0.738171,-0.269374,-0.469873,-0.850714,0.005131,1.598112,-0.672556,0.242994,-1.935829,0.727557,342.69,0
3640,0.091598,0.336523,0.497662,1.874285,-1.761072,-1.078675,0.716102,0.561974,-2.319152,1.332764,-0.347085,0.803804,0.989505,-0.990821,0.395972,-0.130349,0.397883,-1.12303,0.222793,0.311222,-0.412766,-1.07022,-1.396689,0.987335,0.364325,1.878356,1.414473,1.816906,202.31,0
3650,3.551918,-3.210828,-0.605357,-1.491003,1.238372,1.806764,-0.025368,0.768922,-1.272776,-0.772573,-1.369576,-0.061808,0.187127,0.278456,-1.601916,0.069368,-3.318828,-1.099148,0.767765,-0.545834,0.081338,-2.193823,1.033479,0.468698,0.064808,-0.819993,-0.319124,-1.895737,1279.24,1
3660,-0.684949,-1.063038,-0.563836,-0.840224,0.496495,-0.882557,-0.019026,-1.304448,0.15356,-0.74389,-0.315662,-1.509035,-0.202991,0.583202,0.797483,0.132053,0.296318,-1.608765,0.74143,0.650893,-0.402658,-0.387584,0.470227,-2.456367,3.250614,1.70381,0.782128,1.35669,12.88,0
3670,-0.740469,0.169364,0.464466,0.436281,-1.432855,-1.013909,-2.132766,0.336314,1.991444,0.990728,0.687584,-2.141466,0.808987,0.641257,0.116202,1.612362,0.558803,0.298169,0.450544,-1.234239,1.15082,0.1443,-1.026877,1.424332,-1.528112,-1.777248,-1.117137,0.332343,351.1,0
3680,-0.261274,-1.013172,-0.466717,0.358247,1.396942,0.653719,-1.101284,-2.88626,1.72006,-1.779596,1.328873,1.065592,0.522692,1.58954,1.067319,0.060091,-0.365583,0.998114,0.962165,0.510958,0.8281,0.190109,0.275907,-1.409862,-1.750473,1.662291,-1.315167,-0.562546,492.32,0
3690,0.570678,-0.636739,-1.24927,-1.24863,-0.750374,0.53366,1.474038,-0.863519,1.119176,-0.001098,-0.023845,0.499128,0.056632,-0.5015,1.718514,-0.086002,-0.661546,1.293854,-0.613154,1.031499,-1.059896,1.460402,-0.955829,-1.512445,0.230292,0.64528,-0.563293,-0.927713,72.66,0
3700,0.796039,-0.524342,0.104746,-0.387327,0.15918,-0.387052,-0.297821,-1.185531,0.612723,-0.199394,-0.416294,-0.946278,-0.886336,0.472146,0.570662,0.697796,1.418883,0.033942,-0.158115,0.298459,-0.73352,-1.073617,-0.738568,-0.479076,-0.201223,2.58509,-0.358165,0.298988,106.23,0
3710,-0.093618,-0.099538,1.677079,0.617566,1.076865,-0.434484,-0.01915,-0.503388,0.536538,-0.38906,-0.621349,-0.041563,0.884255,0.33758,0.44574,1.256957,0.173651,0.171955,-0.176889,-1.679053,-0.967267,0.309677,-0.567124,0.412316,1.044272,-0.13968,-1.060717,1.004182,302.24,0
3720,0.70018,0.911407,-0.129283,1.434793,-0.00922,-0.470033,-0.246505,0.811643,-0.115335,0.939633,0.313924,0.298215,0.18514,0.355737,1.023785,-0.322722,-0.041869,-1.1405,-1.143014,0.220623,-0.958881,-1.684829,-2.034313,0.702923,1.464151,0.586531,0.731998,2.158641,273.19,0
3730,2.238791,0.785839,0.111393,-2.083296,1.660718,0.994932,-0.406723,-1.176553,-0.605443,1.900118,0.777992,-0.588513,0.540801,0.033279,-1.238692,0.896418,-0.024294,1.146238,1.561683,-0.88046,0.581793,-0.301779,-0.258492,-0.565545,-1.21757,0.195734,-0.078658,-0.992379,52.33,0
3740,-0.245954,-0.141116,0.150368,-1.468514,-1.572729,-3.160368,0.756308,2.28567,1.006144,0.217499,-0.919949,0.832851,0.600638,-2.012395,-2.063172,0.344277,-0.788891,0.401136,0.806286,-1.475723,2.774345,-0.399498,0.611198,-1.8093,-1.804791,2.163952,-0.959115,-1.178785,314.09,0
3750,2.066928,-2.975032,-0.174706,-0.766491,1.452514,0.57323,0.098133,0.113494,0.780462,-0.843924,-0.239029,-0.545553,-1.518635,-2.293651,-1.081475,-0.284334,-0.042621,-0.349663,0.323381,-0.705267,-0.346254,-1.158615,2.322166,-0.323871,-0.547105,-2.04722,-0.582568,-1.751147,689.71,1
3760,-0.241176,-0.844536,1.328233,1.656074,1.99684,-0.406004,-2.724414,0.970912,0.412259,1.185844,0.416932,-0.702571,-0.774902,0.274097,0.469635,-0.35142,-0.031798,0.341181,0.363133,0.205569,-0.559991,0.911114,0.723673,-2.002166,0.546935,0.146488,-0.285557,-1.416354,322.48,0
3770,0.017064,0.298467,0.655432,0.199537,-0.980066,0.46538,-0.396074,1.655167,-0.631886,-1.668106,0.854996,0.157161,-1.64798,1.059844,-0.171648,0.167586,-1.191589,-0.09481,-0.682273,0.303418,-0.216166,0.337133,-1.103081,0.549169,-0.173277,0.466478,0.628293,0.449154,170.36,0
3780,-2.876121,1.126774,0.562269,-0.939639,0.331284,-0.119438,0.125386,-0.487763,-0.967797,-0.590351,1.26829,-0.832506,0.596113,-0.004554,2.071664,0.722959,-1.697544,-0.93854,-0.191315,-0.033531,2.182252,1.906025,0.059276,-0.359341,-0.034253,1.722412,0.163071,0.423459,155.39,0
3790,-0.45594,-0.501924,3.131566,0.887168,-1.183609,-0.193627,-0.197993,1.111087,0.059946,-1.45296,-2.396298,-1.317191,-0.517487,0.696469,-0.517545,0.523513,1.486429,0.574614,0.101023,1.91284,-0.558018,1.376051,-1.024654,1.67523,-0.643131,-0.867563,-1.00297,-0.70409,371.28,0
3800,-0.348333,1.331614,-0.295406,-0.248982,1.079512,1.502263,0.68942,-0.158681,1.843553,-1.855823,-0.711814,0.546003,0.861708,-1.198874,-0.517165,-0.313468,-0.140659,0.539262,0.32366,0.924632,-0.225601,-0.525064,1.608202,-0.390141,1.56104,-1.189994,0.108629,0.273134,241.81,0
3810,3.245161,-3.659525,0.048539,-0.800234,-1.174625,-2.377729,0.665362,0.265104,0.578588,-0.757617,2.461939,2.253559,0.911671,0.069852,-0.470869,-0.038309,0.279975,-0.097286,-0.239533,-2.236351,0.535419,-1.173938,-0.290918,-1.949676,-0.6839,0.473184,1.289632,0.790675,1785.46,1
3820,1.317404,0.316124,-0.22834,-0.068154,0.624524,1.209971,0.292638,1.383141,0.262842,-0.675875,0.406493,-0.114146,0.245204,-1.123784,1.773658,0.755277,0.782558,-0.317842,-0.835829,2.356955,1.845663,-0.762604,0.245955,0.0875,1.086409,0.86728,1.478384,-0.465734,366.33,0
3830,2.155499,-0.8079869999999998,-1.727962,-1.885064,-1.074643,2.398112,-0.587283,-0.153845,0.392406,-1.361884,0.530647,1.101784,1.438822,-0.241478,-2.288502,-1.5377,0.626901,1.50417,0.260827,-1.342632,0.687734,1.217019,1.274056,1.386378,-1.31086,1.344494,-0.754444,-3.117989,1119.21,1
3840,-0.780632,1.956347,0.942828,1.206549,1.088884,0.373501,-0.730821,0.989334,0.479109,-2.010705,-0.87894,-0.284393,-0.783673,0.60298,0.981642,-0.561917,0.253077,-0.07953,-0.268166,0.690794,1.122436,0.950228,-0.262203,0.993848,0.558507,0.039056,-1.06549,-0.570697,410.22,0
3850,0.616186,0.129944,-2.220922,0.44088,-0.363919,1.683993,0.987649,2.011775,-0.070845,-0.067556,-1.572837,0.99608,0.211244,-1.256255,-1.005514,1.103747,-0.561794,-2.200633,-0.142106,-0.334357,-0.141311,-0.36794,0.828626,-0.836891,1.232925,0.605982,0.256602,0.428176,313.48,0
3860,-1.563678,0.472384,0.665862,-0.548876,0.831107,0.377502,1.98317,-1.674985,-0.226223,-0.920217,0.61448,0.503478,-1.002044,-0.732608,-1.257195,-0.489478,-0.57306,0.257393,-1.094683,-0.490759,0.429092,0.987587,-0.607351,0.967431,-1.337282,0.314828,1.027353,-0.815678,442.49,0
3870,1.573596,-0.7518289999999999,1.714529,0.394202,-0.897264,0.196773,1.520014,1.518137,0.152936,-0.970866,0.881973,-0.253531,-0.724531,-0.891106,0.92393,-0.423953,0.357335,-0.87416,0.542136,0.142079,1.783449,0.75872,-0.291943,1.796583,0.367223,-0.666541,-1.811937,2.095342,787.51,1
3880,-0.297659,0.904387,0.307968,-0.343709,-0.575209,0.528807,-0.270108,-1.200821,-0.511926,-0.405052,-2.864956,0.762003,-0.630271,0.94569,0.099571,1.105021,-0.392165,-1.488244,-1.446937,-0.796622,1.085301,0.948612,-0.100687,0.06031,0.110954,1.347515,-1.205027,0.824703,227.25,0
3890,0.189442,0.829419,-0.737552,1.343755,0.579715,-0.210054,-1.143354,-0.378402,-1.741503,-0.303665,0.179341,0.125401,0.006995,-0.228905,1.75634,-1.105104,0.094678,-0.907762,-0.246515,1.62886,-0.813933,-0.085237,-0.048752,0.03406,1.514169,-0.520253,-1.340729,-0.678012,335.09,0
3900,0.860604,-0.858939,-0.605826,1.186154,-0.627931,-0.593484,1.573578,0.11255,0.288561,-0.660547,0.651733,-1.573119,1.173661,0.17226,-0.882577,0.973878,-0.274734,0.808202,-0.03104,1.652226,1.39481,2.663197,0.99173,0.046831,-1.419838,-1.181148,-0.046341,-2.048303,89.88,0
3910,-2.03772,1.157765,0.683201,-1.032751,-0.378936,0.179965,0.038761,-0.768256,-0.146466,0.634223,-0.077087,-1.723935,0.200916,-0.64668,2.055774,0.33353,0.360006,1.339422,-0.591977,1.43754,0.402907,0.529882,1.622663,2.02415,-2.121678,0.792788,-2.324332,0.027882,433.47,0
3920,1.275364,-0.710297,-0.21225,0.147017,0.652483,-0.336326,0.677229,0.323893,0.611782,-2.052114,-1.687851,0.830398,-1.080934,0.33607,-1.757259,0.01172,0.674923,-1.060101,-0.291073,-0.940038,1.223288,-1.100887,-2.560826,1.004715,-1.077611,-0.614586,1.301597,-0.532187,470.75,0
3930,-0.375318,-1.415147,-0.052881,1.329231,-0.972519,1.462003,-0.008695,0.582991,0.69836,0.273965,-0.104214,-0.612329,-0.994537,0.751028,-0.32541,-0.897837,0.100268,1.763463,-0.001811,-0.549581,0.992728,1.348102,-0.473308,-1.335649,-1.172903,1.089358,-1.578795,-2.439581,40.53,0
3940,-0.68677,-0.916409,0.832866,-0.754139,0.447541,0.16197,0.767187,-0.042698,0.739449,-2.796624,-1.017209,1.428851,-0.298463,1.607379,-0.325482,0.366359,-1.291725,-0.246958,-0.184772,-1.360861,0.889776,0.898779,-0.788142,0.404651,0.906612,-0.017829,1.221434,-0.784552,476.99,0
3950,-0.07078,-0.384071,1.553136,-0.111922,1.405186,1.578392,-0.865019,0.056264,-2.018512,-0.879252,0.328592,2.543923,0.448456,-1.57825,-1.095709,-0.871131,0.47852,-0.026674,-0.475388,-0.293741,-0.460693,0.834471,-0.734871,-2.051765,-0.932933,-0.495091,-0.217833,-0.50798,2.59,0
3960,2.452799,-0.27302,-0.267421,-0.378771,-0.45472,-0.158132,0.809899,-1.415626,-0.450085,-0.591733,-1.272971,-1.150561,-1.088079,0.417247,-2.170623,0.648151,0.772023,0.330261,0.545861,0.3709,-0.695925,-0.26141,-1.601026,-0.546228,1.128332,0.413412,-0.319454,0.14474,145.97,0
3970,-1.8587,0.151092,0.474661,0.894807,1.626742,0.602065,-0.446302,-1.215205,-0.34216,-0.458772,0.123987,1.096485,0.304385,-1.018403,0.116336,0.656832,0.408584,-1.712591,-0.567398,0.322998,-0.079581,0.720048,0.503665,1.03686,0.031608,1.390993,1.26493,-0.181507,307.34,0
3980,3.9952579999999998,-3.07332,1.227219,1.337523,1.413241,-0.464727,1.960959,-1.123393,1.823953,-0.641715,0.069874,1.366032,0.442137,-0.485866,0.906412,0.25437,-0.408684,-0.316933,0.702231,1.012348,-0.590284,0.509695,-0.422278,-0.46177,0.630909,0.916568,-0.614224,-0.037328,671.97,1
3990,2.089697,-4.121009,-1.323044,-1.286227,-1.108741,-0.580238,1.517644,1.81767,-1.304027,1.43528,0.511412,1.1018,1.210999,-0.225198,-0.161535,-0.350958,-0.577348,-0.277019,-0.267968,0.26117,-0.29378,-0.504569,2.60993,-0.97146,1.217638,0.047761,-0.556148,-0.434052,1595.76,1
4000,0.150061,0.563561,-0.020874,-0.410569,2.379796,1.039545,0.059921,-0.687724,1.093482,0.881421,0.282726,0.919453,0.831558,-1.492199,-0.965688,-0.53436,-0.445334,0.544984,-0.113529,1.444738,0.437375,-0.065512,-1.266863,-0.090625,1.489898,-0.274528,-0.956911,-0.102075,317.5,0
4010,-2.233281,0.037012,0.850085,0.338691,0.06913,0.964772,0.043106,-0.175407,-0.394592,-0.036828,0.568986,0.149495,1.691178,0.409277,-0.007775,0.672933,-1.262808,-0.341458,-0.663113,-0.15756,-0.147712,-1.474288,0.272633,-0.889945,0.250373,1.442201,0.750352,0.061919,178.45,0
4020,0.267805,-1.834389,-1.725461,-0.721379,-1.900131,-0.504416,-1.734479,0.482677,-0.252158,0.43297,0.441366,-0.58643,1.384939,0.446486,-0.834276,-0.068081,-0.718443,-0.845593,-2.362671,1.975498,-1.360533,-0.51784,1.032166,0.090155,0.596199,-0.317003,0.61287,-0.987271,298.06,0
4030,-2.046684,-1.692477,-1.74939,-0.007128,1.1995,-0.564777,-0.037059,-1.47759,0.223985,0.19509,2.254637,-0.408573,-1.268,0.891012,-0.058791,1.195592,1.08641,0.23666,1.154625,1.192289,-1.234455,-0.534133,-0.407461,-1.515764,0.471879,0.366516,-0.361847,0.79078,178.96,0
4040,-0.328482,1.12366,1.344814,-2.458137,0.173246,-0.10245,0.40751,0.733024,1.059736,-0.320376,-0.161804,-1.730133,1.904162,-0.479502,-0.260074,0.428829,-0.492752,0.208559,0.388019,-0.289749,-0.410918,0.86067,-0.121816,-0.386928,0.772662,0.621534,-1.100976,-0.757089,95.97,0
4050,2.031911,-0.967283,-0.713116,-1.803483,-1.183125,0.747015,0.274897,-0.600477,-0.503704,0.182223,-0.65834,0.139512,-1.20234,-0.070311,-0.367071,-0.043599,0.782981,1.637976,0.548213,0.770402,0.669683,0.806291,-0.813229,0.513978,1.297493,0.732564,0.945537,-0.356605,312.43,0
4060,-0.91553,-0.745543,-0.775584,-0.081666,0.361213,0.174726,0.756347,0.206971,-0.09719,-0.057478,0.3286,0.812918,-0.076098,-0.782827,-0.854041,0.230627,0.449026,0.059846,-2.067495,2.865441,0.607339,-0.928707,1.13257,0.054598,-1.023003,0.66794,0.836196,-0.902821,404.52,0
4070,-1.904031,-1.44976,-1.099126,-0.131555,1.40039,-0.129537,1.683173,-0.886491,-0.110963,-1.035892,-0.121573,-0.3813,0.432028,0.161202,-1.589466,-0.144724,-0.26195,-0.432552,-0.473239,0.417711,-1.318067,-2.665787,1.357619,0.464205,-0.402997,-0.559956,0.30492,1.658007,114.57,0
4080,-2.51221,-0.568698,-0.15666,-1.273273,0.406574,0.487431,-0.473814,1.513897,0.244975,1.62622,1.217659,-1.415134,1.85134,-0.948661,-0.46948,-0.802183,0.857399,0.87604,1.847511,1.499478,0.030472,1.714421,-1.214266,1.857989,1.65398,-0.721603,0.825658,-1.325304,104.32,0
4090,0.281931,-1.599729,-0.338655,0.303962,0.909547,-1.181033,-0.363541,-0.671623,-2.005497,0.016015,2.628027,0.047892,0.300195,-0.125696,0.421463,0.154133,0.430522,-0.082277,-0.229886,-0.164834,-0.478981,-0.156823,0.053228,0.499988,0.848067,-0.135172,-1.523741,-0.130357,462.34,0
4100,-0.534209,1.920291,-0.46811,-0.933319,0.28692,0.292367,1.522615,2.002089,-0.952093,-0.177668,1.181792,0.453348,-0.139116,-1.40656,1.622663,1.046787,0.007764,0.277025,-1.350196,0.715202,-1.220001,1.502658,-2.010725,1.238748,-0.272831,-0.680627,-1.636232,-0.236896,94.88,0
4110,0.365,0.675788,1.886108,-0.003391,1.155014,0.786988,-1.073326,-0.49837,0.91014,1.869477,1.493745,1.391319,-0.561884,1.247901,-0.748144,-1.807151,0.098726,1.077823,-1.003078,0.384403,-1.353546,0.450412,0.789358,-0.653403,-0.151376,0.11545,-0.682363,-0.651888,141.65,0
4120,-1.056235,1.247747,1.110636,0.395116,1.860571,-0.831193,0.685377,-0.404482,0.14926,-1.278479,-0.511708,0.601376,0.977787,-1.476003,0.856102,-0.104637,1.604362,0.57385,-0.054472,1.25092,0.697782,0.687509,-0.369328,-1.820231,-0.008442,2.009224,0.167561,0.007376,453.59,0
4130,3.418928,-1.607751,-1.49028,0.584999,1.299339,-1.082438,-1.310041,-0.075371,0.646106,0.284293,0.405874,-1.707433,0.111847,0.999257,-0.030319,0.2959,0.785806,0.979906,-1.33938,-0.165364,-1.287558,-0.624615,-0.60013,-1.795284,1.267909,2.401165,-1.598219,1.147177,212.78,1
4140,0.765551,-1.499738,-0.923292,-0.668984,1.185492,-1.306872,-2.844205,-0.071227,1.287658,-0.960802,-0.07906,-1.102368,-1.590172,1.86628,-0.184147,-0.673372,0.629181,1.871653,-0.388752,0.104356,-1.208598,0.10656,-1.486446,0.441325,-0.917955,1.195932,0.60525,-0.387378,452.1,0
4150,-1.333471,0.266969,0.69832,1.450029,0.888404,1.246442,1.255473,0.70947,0.599049,-0.556455,-0.719231,0.522797,0.90412,-0.088072,-1.498926,-0.050012,-0.124566,0.064518,-0.899069,1.631148,1.425536,-0.560089,0.987426,-0.109288,-0.384783,0.973444,1.073025,-1.442268,173.6,0
4160,3.716037,-3.797199,0.995443,-0.269736,0.313533,-1.395187,0.504936,-0.528131,0.732173,0.084983,-0.46465,1.768666,0.536564,0.409547,-0.282779,-1.029636,0.271308,0.430955,0.7554,0.357262,-1.100442,0.240855,-1.374312,-0.973796,-0.379535,-0.390565,0.395675,1.246828,216.11,1
4170,0.314257,-1.636625,0.125386,-1.065946,0.915353,-0.944653,0.24173,0.453566,0.99559,-0.222437,-0.127916,-0.466824,-0.495078,0.912937,0.474516,-0.790079,0.53645,0.469411,1.03963,0.230769,1.53745,-0.662217,0.125898,-0.178454,0.672942,1.569538,-0.6758,-0.233799,470.75,0
4180,1.341235,-0.639064,-1.433201,-0.438748,-0.708097,1.426147,0.254468,0.513783,0.046752,-2.310377,-0.849453,-1.059653,-0.149297,-1.536986,0.203053,-1.979605,-1.164598,-0.351878,-0.166956,-0.902506,-0.224316,-0.035359,-0.498623,1.321985,-0.281706,-0.056426,0.668495,1.331266,359.41,0
4190,-0.871553,-0.657686,-0.47689,0.385729,-0.83185,-0.105008,-1.138975,-0.49281,0.092639,-1.153521,0.571982,-0.249199,-0.974122,0.428028,-0.954018,0.323589,-0.8315,0.62954,-0.251767,0.520891,-0.024787,-1.927897,0.01925,-0.816872,-0.820257,0.990213,0.880204,0.606926,121.42,0
4200,0.707725,0.514032,0.559148,-0.896166,0.210089,0.135486,0.363175,0.761812,0.101856,-1.584577,2.006455,-0.258006,0.474601,0.728645,-0.475687,-0.466804,0.143067,0.458602,-1.931833,0.680009,0.352263,2.505058,-0.942809,0.889374,-0.821154,-0.197284,0.256006,0.821774,421.04,0
4210,1.94383,0.924757,-0.25325,-0.361548,0.282068,-0.055781,0.848152,0.337086,1.579567,0.720462,1.409626,0.586894,-1.22977,-0.757017,0.154925,0.152202,-0.173654,1.000236,-1.233452,-0.515011,-1.758049,0.130407,1.225977,1.084361,-0.716913,-2.506501,-1.047047,0.557286,59.85,0
4220,-0.332143,-0.471475,0.55126,0.5888,-0.107246,-1.061654,0.613934,-0.773785,-0.29454,-0.104475,2.340407,-0.094701,-0.215406,0.156638,-0.392853,2.190619,-1.195337,-1.886505,-0.20152,-0.975999,-0.478922,0.178516,1.565105,-0.915894,1.194272,-0.67296,-1.670842,0.072539,28.41,0
4230,0.488119,-0.674323,-0.890928,-1.016919,-0.135866,-1.644893,-0.227545,-0.240438,1.409389,0.246484,0.641738,-1.175125,0.43088,0.961742,0.235464,-1.914268,-2.10218,0.031083,-1.371764,-0.33864,0.865352,-0.342318,-1.268046,2.378695,-0.612677,1.515665,-0.389385,2.054978,466.36,0
4240,3.69061,-3.323515,0.31992,0.876614,0.840137,-0.537406,1.654542,0.089473,0.876243,1.349937,-0.732592,-0.400819,1.223362,-0.01871,-1.277329,0.38117,1.266909,0.783036,-1.925864,1.008922,0.884394,0.816364,1.720222,0.699569,-1.167959,-2.4796,0.342223,-0.079375,1816.18,1
